b_intervals,utilities,weights
"(203550117, 203550118)",-19038.905195053776,0.0
"(203550118, 203550119)",-19039.905195053776,0.0
"(203640539, 203640540)",-19040.905195053776,0.0
"(203685750, 203710572)",-19041.905195053776,0.0
"(203776172, 203776173)",-19042.905195053776,0.0
"(203866594, 203866595)",-19043.905195053776,0.0
"(203866595, 203866596)",-19044.905195053776,0.0
"(203866596, 203866597)",-19045.905195053776,0.0
"(203866597, 203866598)",-19046.905195053776,0.0
"(203866598, 203866599)",-19047.905195053776,0.0
"(203911805, 203911806)",-19048.905195053776,0.0
"(203957016, 203957017)",-19049.905195053776,0.0
"(204002227, 204002228)",-19050.905195053776,0.0
"(204002228, 204002229)",-19051.905195053776,0.0
"(204047438, 204047439)",-19052.905195053776,0.0
"(204047439, 204047440)",-19053.905195053776,0.0
"(204092649, 204092650)",-19054.905195053776,0.0
"(204092650, 204092651)",-19055.905195053776,0.0
"(204092651, 204092652)",-19056.905195053776,0.0
"(204092652, 204092653)",-19057.905195053776,0.0
"(204183071, 204183072)",-19058.905195053776,0.0
"(204273493, 204273494)",-19059.905195053776,0.0
"(204318704, 204318705)",-19060.905195053776,0.0
"(204318705, 204318706)",-19061.905195053776,0.0
"(204318706, 204318707)",-19062.905195053776,0.0
"(204363915, 204363916)",-19063.905195053776,0.0
"(204363916, 204363917)",-19064.905195053776,0.0
"(204454337, 204454338)",-19065.905195053776,0.0
"(204589970, 204589971)",-19066.905195053776,0.0
"(204680392, 204680393)",-19067.905195053776,0.0
"(204680393, 204680394)",-19068.905195053776,0.0
"(204770814, 204770815)",-19069.905195053776,0.0
"(204816025, 204816026)",-19070.905195053776,0.0
"(204816026, 204816027)",-19071.905195053776,0.0
"(204951658, 204951659)",-19072.905195053776,0.0
"(204951659, 204951660)",-19073.905195053776,0.0
"(205042080, 205042081)",-19074.905195053776,0.0
"(205042081, 205042082)",-19075.905195053776,0.0
"(205042082, 205042083)",-19076.905195053776,0.0
"(205042083, 205042084)",-19077.905195053776,0.0
"(205087291, 205087292)",-19078.905195053776,0.0
"(205132502, 205132503)",-19079.905195053776,0.0
"(205177713, 205177714)",-19080.905195053776,0.0
"(205177714, 205177715)",-19081.905195053776,0.0
"(205313346, 205313347)",-19082.905195053776,0.0
"(205313347, 205313348)",-19083.905195053776,0.0
"(205358557, 205358558)",-19084.905195053776,0.0
"(205494190, 205494191)",-19085.905195053776,0.0
"(205494191, 205494192)",-19086.905195053776,0.0
"(205584612, 205584613)",-19087.905195053776,0.0
"(205584613, 205584614)",-19088.905195053776,0.0
"(205584614, 205584615)",-19089.905195053776,0.0
"(205629823, 205629824)",-19090.905195053776,0.0
"(205675034, 205675035)",-19091.905195053776,0.0
"(205765456, 205765457)",-19092.905195053776,0.0
"(205765457, 205765458)",-19093.905195053776,0.0
"(205901089, 205901090)",-19094.905195053776,0.0
"(205901090, 205901091)",-19095.905195053776,0.0
"(205946300, 205946301)",-19096.905195053776,0.0
"(205991511, 205991512)",-19097.905195053776,0.0
"(206036722, 206036723)",-19098.905195053776,0.0
"(206081933, 206081934)",-19099.905195053776,0.0
"(206081934, 206081935)",-19100.905195053776,0.0
"(206081935, 206081936)",-19101.905195053776,0.0
"(206081936, 206081937)",-19102.905195053776,0.0
"(206127144, 206127145)",-19103.905195053776,0.0
"(206172355, 206172356)",-19104.905195053776,0.0
"(206172356, 206172357)",-19105.905195053776,0.0
"(206217566, 206217567)",-19106.905195053776,0.0
"(206217567, 206217568)",-19107.905195053776,0.0
"(206217568, 206217569)",-19108.905195053776,0.0
"(206262777, 206262778)",-19109.905195053776,0.0
"(206307988, 206307989)",-19110.905195053776,0.0
"(206488832, 206488833)",-19111.905195053776,0.0
"(206714887, 206714888)",-19112.905195053776,0.0
"(206714888, 206714889)",-19113.905195053776,0.0
"(206850520, 206850521)",-19114.905195053776,0.0
"(206850521, 206850522)",-19115.905195053776,0.0
"(206850522, 206850523)",-19116.905195053776,0.0
"(207031364, 207031365)",-19117.905195053776,0.0
"(207031365, 207031366)",-19118.905195053776,0.0
"(207076575, 207076576)",-19119.905195053776,0.0
"(207302630, 207302631)",-19120.905195053776,0.0
"(207438263, 207438264)",-19121.905195053776,0.0
"(207438264, 207438265)",-19122.905195053776,0.0
"(207438265, 207438266)",-19123.905195053776,0.0
"(207483474, 207483475)",-19124.905195053776,0.0
"(207483475, 207483476)",-19125.905195053776,0.0
"(207528685, 207528686)",-19126.905195053776,0.0
"(207528686, 207528687)",-19127.905195053776,0.0
"(207528687, 207528688)",-19128.905195053776,0.0
"(207619107, 207619108)",-19129.905195053776,0.0
"(207619108, 207619109)",-19130.905195053776,0.0
"(207619109, 207619110)",-19131.905195053776,0.0
"(207619110, 207619111)",-19132.905195053776,0.0
"(207619111, 207619112)",-19133.905195053776,0.0
"(207619112, 207619113)",-19134.905195053776,0.0
"(207709529, 207709530)",-19135.905195053776,0.0
"(207799951, 207799952)",-19136.905195053776,0.0
"(207890373, 207890374)",-19137.905195053776,0.0
"(207935584, 207935585)",-19138.905195053776,0.0
"(207935585, 207935586)",-19139.905195053776,0.0
"(207980795, 207980796)",-19140.905195053776,0.0
"(208026006, 208026007)",-19141.905195053776,0.0
"(208116428, 208116429)",-19142.905195053776,0.0
"(208342483, 208342484)",-19143.905195053776,0.0
"(208342484, 208342485)",-19144.905195053776,0.0
"(208342485, 208342486)",-19145.905195053776,0.0
"(208342486, 208342487)",-19146.905195053776,0.0
"(208342487, 208342488)",-19147.905195053776,0.0
"(208342488, 208342489)",-19148.905195053776,0.0
"(208387694, 208387695)",-19149.905195053776,0.0
"(208387695, 208387696)",-19150.905195053776,0.0
"(208387696, 208387697)",-19151.905195053776,0.0
"(208432905, 208432906)",-19152.905195053776,0.0
"(208432906, 208432907)",-19153.905195053776,0.0
"(208478116, 208478117)",-19154.905195053776,0.0
"(208478117, 208478118)",-19155.905195053776,0.0
"(208478118, 208478119)",-19156.905195053776,0.0
"(208478119, 208478120)",-19157.905195053776,0.0
"(208478120, 208478121)",-19158.905195053776,0.0
"(208523327, 208523328)",-19159.905195053776,0.0
"(208613749, 208613750)",-19160.905195053776,0.0
"(208658960, 208658961)",-19161.905195053776,0.0
"(208704171, 208704172)",-19162.905195053776,0.0
"(208839804, 208839805)",-19163.905195053776,0.0
"(209065859, 209065860)",-19164.905195053776,0.0
"(209065860, 209065861)",-19165.905195053776,0.0
"(209111070, 209111071)",-19166.905195053776,0.0
"(209156281, 209156282)",-19167.905195053776,0.0
"(209201492, 209201493)",-19168.905195053776,0.0
"(209291914, 209291915)",-19169.905195053776,0.0
"(209291915, 209291916)",-19170.905195053776,0.0
"(209472758, 209472759)",-19171.905195053776,0.0
"(209517969, 209517970)",-19172.905195053776,0.0
"(209517970, 209517971)",-19173.905195053776,0.0
"(209563180, 209563181)",-19174.905195053776,0.0
"(209653602, 209653603)",-19175.905195053776,0.0
"(209698813, 209698814)",-19176.905195053776,0.0
"(209698814, 209698815)",-19177.905195053776,0.0
"(209698815, 209698816)",-19178.905195053776,0.0
"(209698816, 209698817)",-19179.905195053776,0.0
"(209789235, 209789236)",-19180.905195053776,0.0
"(209834446, 209834447)",-19181.905195053776,0.0
"(209879657, 209879658)",-19182.905195053776,0.0
"(209924868, 209924869)",-19183.905195053776,0.0
"(209924869, 209924870)",-19184.905195053776,0.0
"(209924870, 209924871)",-19185.905195053776,0.0
"(210015290, 210015291)",-19186.905195053776,0.0
"(210060501, 210060502)",-19187.905195053776,0.0
"(210060502, 210060503)",-19188.905195053776,0.0
"(210196134, 210196135)",-19189.905195053776,0.0
"(210376978, 210376979)",-19190.905195053776,0.0
"(210376979, 210376980)",-19191.905195053776,0.0
"(210557822, 210557823)",-19192.905195053776,0.0
"(210648244, 210648245)",-19193.905195053776,0.0
"(210648245, 210648246)",-19194.905195053776,0.0
"(210648246, 210648247)",-19195.905195053776,0.0
"(210648247, 210648248)",-19196.905195053776,0.0
"(210648248, 210648249)",-19197.905195053776,0.0
"(210693455, 210693456)",-19198.905195053776,0.0
"(210738666, 210738667)",-19199.905195053776,0.0
"(210738667, 210738668)",-19200.905195053776,0.0
"(210829088, 210829089)",-19201.905195053776,0.0
"(210829089, 210829090)",-19202.905195053776,0.0
"(210829090, 210829091)",-19203.905195053776,0.0
"(210919510, 210919511)",-19204.905195053776,0.0
"(210964721, 210964722)",-19205.905195053776,0.0
"(210964722, 210964723)",-19206.905195053776,0.0
"(210964723, 210964724)",-19207.905195053776,0.0
"(210964724, 210964725)",-19208.905195053776,0.0
"(211009932, 211009933)",-19209.905195053776,0.0
"(211100354, 211100355)",-19210.905195053776,0.0
"(211145565, 211145566)",-19211.905195053776,0.0
"(211281198, 211281199)",-19212.905195053776,0.0
"(211281199, 211281200)",-19213.905195053776,0.0
"(211281200, 211281201)",-19214.905195053776,0.0
"(211281201, 211281202)",-19215.905195053776,0.0
"(211371620, 211371621)",-19216.905195053776,0.0
"(211462042, 211462043)",-19217.905195053776,0.0
"(211507253, 211507254)",-19218.905195053776,0.0
"(211507254, 211507255)",-19219.905195053776,0.0
"(211597675, 211597676)",-19220.905195053776,0.0
"(211642886, 211642887)",-19221.905195053776,0.0
"(211688097, 211688098)",-19222.905195053776,0.0
"(211688098, 211688099)",-19223.905195053776,0.0
"(211733308, 211733309)",-19224.905195053776,0.0
"(211778519, 211778520)",-19225.905195053776,0.0
"(211959363, 211959364)",-19226.905195053776,0.0
"(211959364, 211959365)",-19227.905195053776,0.0
"(212185418, 212185419)",-19228.905195053776,0.0
"(212185419, 212185420)",-19229.905195053776,0.0
"(212230629, 212230630)",-19230.905195053776,0.0
"(212321051, 212321052)",-19231.905195053776,0.0
"(212321052, 212321053)",-19232.905195053776,0.0
"(212321053, 212321054)",-19233.905195053776,0.0
"(212501895, 212501896)",-19234.905195053776,0.0
"(212592317, 212592318)",-19235.905195053776,0.0
"(212592318, 212592319)",-19236.905195053776,0.0
"(212592319, 212592320)",-19237.905195053776,0.0
"(212637528, 212637529)",-19238.905195053776,0.0
"(212727950, 212727951)",-19239.905195053776,0.0
"(212818372, 212818373)",-19240.905195053776,0.0
"(212818373, 212818374)",-19241.905195053776,0.0
"(212863583, 212863584)",-19242.905195053776,0.0
"(213134849, 213134850)",-19243.905195053776,0.0
"(213134850, 213134851)",-19244.905195053776,0.0
"(213180060, 213180061)",-19245.905195053776,0.0
"(213180061, 213180062)",-19246.905195053776,0.0
"(213180062, 213180063)",-19247.905195053776,0.0
"(213180063, 213180064)",-19248.905195053776,0.0
"(213180064, 213180065)",-19249.905195053776,0.0
"(213315693, 213315694)",-19250.905195053776,0.0
"(213406115, 213406116)",-19251.905195053776,0.0
"(213406116, 213406117)",-19252.905195053776,0.0
"(213406117, 213406118)",-19253.905195053776,0.0
"(213406118, 213406119)",-19254.905195053776,0.0
"(213496537, 213496538)",-19255.905195053776,0.0
"(213541748, 213541749)",-19256.905195053776,0.0
"(213541749, 213541750)",-19257.905195053776,0.0
"(213586959, 213586960)",-19258.905195053776,0.0
"(213722592, 213722593)",-19259.905195053776,0.0
"(213767803, 213767804)",-19260.905195053776,0.0
"(213948647, 213948648)",-19261.905195053776,0.0
"(214219913, 214219914)",-19262.905195053776,0.0
"(214265124, 214265125)",-19263.905195053776,0.0
"(214400757, 214400758)",-19264.905195053776,0.0
"(214491179, 214491180)",-19265.905195053776,0.0
"(214581601, 214581602)",-19266.905195053776,0.0
"(214581602, 214581603)",-19267.905195053776,0.0
"(214626812, 214626813)",-19268.905195053776,0.0
"(214852867, 214852868)",-19269.905195053776,0.0
"(214988500, 214988501)",-19270.905195053776,0.0
"(214988501, 214988502)",-19271.905195053776,0.0
"(215033711, 215033712)",-19272.905195053776,0.0
"(215033712, 215033713)",-19273.905195053776,0.0
"(215033713, 215033714)",-19274.905195053776,0.0
"(215078922, 215078923)",-19275.905195053776,0.0
"(215124133, 215124134)",-19276.905195053776,0.0
"(215124134, 215124135)",-19277.905195053776,0.0
"(215259766, 215259767)",-19278.905195053776,0.0
"(215440610, 215440611)",-19279.905195053776,0.0
"(215440611, 215440612)",-19280.905195053776,0.0
"(215485821, 215485822)",-19281.905195053776,0.0
"(215666665, 215666666)",-19282.905195053776,0.0
"(215666666, 215666667)",-19283.905195053776,0.0
"(215711876, 215711877)",-19284.905195053776,0.0
"(215711877, 215711878)",-19285.905195053776,0.0
"(215802298, 215802299)",-19286.905195053776,0.0
"(215802299, 215802300)",-19287.905195053776,0.0
"(215847509, 215847510)",-19288.905195053776,0.0
"(215847510, 215847511)",-19289.905195053776,0.0
"(216209197, 216209198)",-19290.905195053776,0.0
"(216299619, 216299620)",-19291.905195053776,0.0
"(216344830, 216344831)",-19292.905195053776,0.0
"(216390041, 216390042)",-19293.905195053776,0.0
"(216435252, 216435253)",-19294.905195053776,0.0
"(216525674, 216525675)",-19295.905195053776,0.0
"(216570885, 216570886)",-19296.905195053776,0.0
"(216661307, 216661308)",-19297.905195053776,0.0
"(216796940, 216796941)",-19298.905195053776,0.0
"(216796941, 216796942)",-19299.905195053776,0.0
"(216796942, 216796943)",-19300.905195053776,0.0
"(216796943, 216796944)",-19301.905195053776,0.0
"(216977784, 216977785)",-19302.905195053776,0.0
"(216977785, 216977786)",-19303.905195053776,0.0
"(217022995, 217022996)",-19304.905195053776,0.0
"(217068206, 217068207)",-19305.905195053776,0.0
"(217068207, 217068208)",-19306.905195053776,0.0
"(217113417, 217113418)",-19307.905195053776,0.0
"(217113418, 217113419)",-19308.905195053776,0.0
"(217158628, 217158629)",-19309.905195053776,0.0
"(217158629, 217158630)",-19310.905195053776,0.0
"(217203839, 217203840)",-19311.905195053776,0.0
"(217203840, 217203841)",-19312.905195053776,0.0
"(217203841, 217203842)",-19313.905195053776,0.0
"(217203842, 217203843)",-19314.905195053776,0.0
"(217249050, 217249051)",-19315.905195053776,0.0
"(217520316, 217520317)",-19316.905195053776,0.0
"(217520317, 217520318)",-19317.905195053776,0.0
"(217520318, 217520319)",-19318.905195053776,0.0
"(217565527, 217565528)",-19319.905195053776,0.0
"(217565528, 217565529)",-19320.905195053776,0.0
"(217610738, 217610739)",-19321.905195053776,0.0
"(217746371, 217746372)",-19322.905195053776,0.0
"(217791582, 217791583)",-19323.905195053776,0.0
"(217836793, 217836794)",-19324.905195053776,0.0
"(217836794, 217836795)",-19325.905195053776,0.0
"(217836795, 217836796)",-19326.905195053776,0.0
"(217836796, 217836797)",-19327.905195053776,0.0
"(217836797, 217836798)",-19328.905195053776,0.0
"(217972426, 217972427)",-19329.905195053776,0.0
"(217972427, 217972428)",-19330.905195053776,0.0
"(217972428, 217972429)",-19331.905195053776,0.0
"(218017637, 218017638)",-19332.905195053776,0.0
"(218198481, 218198482)",-19333.905195053776,0.0
"(218198482, 218198483)",-19334.905195053776,0.0
"(218243692, 218243693)",-19335.905195053776,0.0
"(218243693, 218243694)",-19336.905195053776,0.0
"(218334114, 218334115)",-19337.905195053776,0.0
"(218379325, 218379326)",-19338.905195053776,0.0
"(218514958, 218514959)",-19339.905195053776,0.0
"(218514959, 218514960)",-19340.905195053776,0.0
"(218605380, 218605381)",-19341.905195053776,0.0
"(218605381, 218605382)",-19342.905195053776,0.0
"(218741013, 218741014)",-19343.905195053776,0.0
"(218741014, 218741015)",-19344.905195053776,0.0
"(218741015, 218741016)",-19345.905195053776,0.0
"(218786224, 218786225)",-19346.905195053776,0.0
"(218831435, 218831436)",-19347.905195053776,0.0
"(218921857, 218921858)",-19348.905195053776,0.0
"(218921858, 218921859)",-19349.905195053776,0.0
"(218921859, 218921860)",-19350.905195053776,0.0
"(218921860, 218921861)",-19351.905195053776,0.0
"(219012279, 219012280)",-19352.905195053776,0.0
"(219012280, 219012281)",-19353.905195053776,0.0
"(219147912, 219147913)",-19354.905195053776,0.0
"(219147913, 219147914)",-19355.905195053776,0.0
"(219147914, 219147915)",-19356.905195053776,0.0
"(219283545, 219283546)",-19357.905195053776,0.0
"(219373967, 219373968)",-19358.905195053776,0.0
"(219464389, 219464390)",-19359.905195053776,0.0
"(219464390, 219464391)",-19360.905195053776,0.0
"(219509600, 219509601)",-19361.905195053776,0.0
"(219509601, 219509602)",-19362.905195053776,0.0
"(219554811, 219554812)",-19363.905195053776,0.0
"(219600022, 219600023)",-19364.905195053776,0.0
"(219600023, 219600024)",-19365.905195053776,0.0
"(219600024, 219600025)",-19366.905195053776,0.0
"(219780866, 219780867)",-19367.905195053776,0.0
"(219780867, 219780868)",-19368.905195053776,0.0
"(219780868, 219780869)",-19369.905195053776,0.0
"(219780869, 219780870)",-19370.905195053776,0.0
"(219780870, 219780871)",-19371.905195053776,0.0
"(219780871, 219780872)",-19372.905195053776,0.0
"(219871288, 219871289)",-19373.905195053776,0.0
"(219916499, 219916500)",-19374.905195053776,0.0
"(219916500, 219916501)",-19375.905195053776,0.0
"(219961710, 219961711)",-19376.905195053776,0.0
"(219961711, 219961712)",-19377.905195053776,0.0
"(220006921, 220006922)",-19378.905195053776,0.0
"(220006922, 220006923)",-19379.905195053776,0.0
"(220097343, 220097344)",-19380.905195053776,0.0
"(220232976, 220232977)",-19381.905195053776,0.0
"(220232977, 220232978)",-19382.905195053776,0.0
"(220504242, 220504243)",-19383.905195053776,0.0
"(220639875, 220639876)",-19384.905195053776,0.0
"(220730297, 220730298)",-19385.905195053776,0.0
"(220730298, 220730299)",-19386.905195053776,0.0
"(220865930, 220865931)",-19387.905195053776,0.0
"(220865931, 220865932)",-19388.905195053776,0.0
"(220956352, 220956353)",-19389.905195053776,0.0
"(221046774, 221046775)",-19390.905195053776,0.0
"(221137196, 221137197)",-19391.905195053776,0.0
"(221137197, 221137198)",-19392.905195053776,0.0
"(221182407, 221182408)",-19393.905195053776,0.0
"(221227618, 221227619)",-19394.905195053776,0.0
"(221272829, 221272830)",-19395.905195053776,0.0
"(221363251, 221363252)",-19396.905195053776,0.0
"(221363252, 221363253)",-19397.905195053776,0.0
"(221363253, 221363254)",-19398.905195053776,0.0
"(221408462, 221408463)",-19399.905195053776,0.0
"(221453673, 221453674)",-19400.905195053776,0.0
"(221498884, 221498885)",-19401.905195053776,0.0
"(221544095, 221544096)",-19402.905195053776,0.0
"(221589306, 221589307)",-19403.905195053776,0.0
"(221589307, 221589308)",-19404.905195053776,0.0
"(221770150, 221770151)",-19405.905195053776,0.0
"(221815361, 221815362)",-19406.905195053776,0.0
"(221860572, 221860573)",-19407.905195053776,0.0
"(221996205, 221996206)",-19408.905195053776,0.0
"(221996206, 221996207)",-19409.905195053776,0.0
"(221996207, 221996208)",-19410.905195053776,0.0
"(221996208, 221996209)",-19411.905195053776,0.0
"(222086627, 222086628)",-19412.905195053776,0.0
"(222086628, 222086629)",-19413.905195053776,0.0
"(222086629, 222086630)",-19414.905195053776,0.0
"(222267471, 222267472)",-19415.905195053776,0.0
"(222312682, 222312683)",-19416.905195053776,0.0
"(222357893, 222357894)",-19417.905195053776,0.0
"(222357894, 222357895)",-19418.905195053776,0.0
"(222357895, 222357896)",-19419.905195053776,0.0
"(222403104, 222403105)",-19420.905195053776,0.0
"(222403105, 222403106)",-19421.905195053776,0.0
"(222583948, 222583949)",-19422.905195053776,0.0
"(222583949, 222583950)",-19423.905195053776,0.0
"(222945636, 222945637)",-19424.905195053776,0.0
"(222945637, 222945638)",-19425.905195053776,0.0
"(222990847, 222990848)",-19426.905195053776,0.0
"(223352535, 223352536)",-19427.905195053776,0.0
"(223352536, 223352537)",-19428.905195053776,0.0
"(223533379, 223533380)",-19429.905195053776,0.0
"(223669012, 223669013)",-19430.905195053776,0.0
"(223714223, 223714224)",-19431.905195053776,0.0
"(223714224, 223714225)",-19432.905195053776,0.0
"(223804645, 223804646)",-19433.905195053776,0.0
"(223804646, 223804647)",-19434.905195053776,0.0
"(223804647, 223804648)",-19435.905195053776,0.0
"(223895067, 223895068)",-19436.905195053776,0.0
"(223985489, 223985490)",-19437.905195053776,0.0
"(223985490, 223985491)",-19438.905195053776,0.0
"(224121122, 224121123)",-19439.905195053776,0.0
"(224482810, 224482811)",-19440.905195053776,0.0
"(224618443, 224618444)",-19441.905195053776,0.0
"(224618444, 224618445)",-19442.905195053776,0.0
"(224663654, 224663655)",-19443.905195053776,0.0
"(224663655, 224663656)",-19444.905195053776,0.0
"(224663656, 224663657)",-19445.905195053776,0.0
"(224754076, 224754077)",-19446.905195053776,0.0
"(224799287, 224799288)",-19447.905195053776,0.0
"(224889709, 224889710)",-19448.905195053776,0.0
"(224889710, 224889711)",-19449.905195053776,0.0
"(224889711, 224889712)",-19450.905195053776,0.0
"(225025342, 225025343)",-19451.905195053776,0.0
"(225070553, 225070554)",-19452.905195053776,0.0
"(225070554, 225070555)",-19453.905195053776,0.0
"(225251397, 225251398)",-19454.905195053776,0.0
"(225251398, 225251399)",-19455.905195053776,0.0
"(225251399, 225251400)",-19456.905195053776,0.0
"(225296608, 225296609)",-19457.905195053776,0.0
"(225296609, 225296610)",-19458.905195053776,0.0
"(225296610, 225296611)",-19459.905195053776,0.0
"(225432241, 225432242)",-19460.905195053776,0.0
"(225477452, 225477453)",-19461.905195053776,0.0
"(225477453, 225477454)",-19462.905195053776,0.0
"(225522663, 225522664)",-19463.905195053776,0.0
"(225522664, 225522665)",-19464.905195053776,0.0
"(225522665, 225522666)",-19465.905195053776,0.0
"(225522666, 225522667)",-19466.905195053776,0.0
"(225703507, 225703508)",-19467.905195053776,0.0
"(225748718, 225748719)",-19468.905195053776,0.0
"(225793929, 225793930)",-19469.905195053776,0.0
"(225884351, 225884352)",-19470.905195053776,0.0
"(225974773, 225974774)",-19471.905195053776,0.0
"(226110406, 226110407)",-19472.905195053776,0.0
"(226110407, 226110408)",-19473.905195053776,0.0
"(226200828, 226200829)",-19474.905195053776,0.0
"(226336461, 226336462)",-19475.905195053776,0.0
"(226336462, 226336463)",-19476.905195053776,0.0
"(226607727, 226607728)",-19477.905195053776,0.0
"(226607728, 226607729)",-19478.905195053776,0.0
"(226652938, 226652939)",-19479.905195053776,0.0
"(226652939, 226652940)",-19480.905195053776,0.0
"(226652940, 226652941)",-19481.905195053776,0.0
"(226743360, 226743361)",-19482.905195053776,0.0
"(226743361, 226743362)",-19483.905195053776,0.0
"(226878993, 226878994)",-19484.905195053776,0.0
"(227150259, 227150260)",-19485.905195053776,0.0
"(227150260, 227150261)",-19486.905195053776,0.0
"(227150261, 227150262)",-19487.905195053776,0.0
"(227195470, 227195471)",-19488.905195053776,0.0
"(227195471, 227195472)",-19489.905195053776,0.0
"(227240681, 227240682)",-19490.905195053776,0.0
"(227240682, 227240683)",-19491.905195053776,0.0
"(227557158, 227557159)",-19492.905195053776,0.0
"(227602369, 227602370)",-19493.905195053776,0.0
"(227738002, 227738003)",-19494.905195053776,0.0
"(227738003, 227738004)",-19495.905195053776,0.0
"(227964057, 227964058)",-19496.905195053776,0.0
"(228144901, 228144902)",-19497.905195053776,0.0
"(228190112, 228190113)",-19498.905195053776,0.0
"(228280534, 228280535)",-19499.905195053776,0.0
"(228325745, 228325746)",-19500.905195053776,0.0
"(228416167, 228416168)",-19501.905195053776,0.0
"(228597011, 228597012)",-19502.905195053776,0.0
"(228597012, 228597013)",-19503.905195053776,0.0
"(228642222, 228642223)",-19504.905195053776,0.0
"(228642223, 228642224)",-19505.905195053776,0.0
"(228642224, 228642225)",-19506.905195053776,0.0
"(228868277, 228868278)",-19507.905195053776,0.0
"(228868278, 228868279)",-19508.905195053776,0.0
"(228868279, 228868280)",-19509.905195053776,0.0
"(229003910, 229003911)",-19510.905195053776,0.0
"(229003911, 229003912)",-19511.905195053776,0.0
"(229139543, 229139544)",-19512.905195053776,0.0
"(229139544, 229139545)",-19513.905195053776,0.0
"(229139545, 229139546)",-19514.905195053776,0.0
"(229320387, 229320388)",-19515.905195053776,0.0
"(229320388, 229320389)",-19516.905195053776,0.0
"(229320389, 229320390)",-19517.905195053776,0.0
"(229320390, 229320391)",-19518.905195053776,0.0
"(229410809, 229410810)",-19519.905195053776,0.0
"(229410810, 229410811)",-19520.905195053776,0.0
"(229591653, 229591654)",-19521.905195053776,0.0
"(229862919, 229862920)",-19522.905195053776,0.0
"(229862920, 229862921)",-19523.905195053776,0.0
"(229953341, 229953342)",-19524.905195053776,0.0
"(230134185, 230134186)",-19525.905195053776,0.0
"(230134186, 230134187)",-19526.905195053776,0.0
"(230134187, 230134188)",-19527.905195053776,0.0
"(230269818, 230269819)",-19528.905195053776,0.0
"(230315029, 230315030)",-19529.905195053776,0.0
"(230495873, 230495874)",-19530.905195053776,0.0
"(230495874, 230495875)",-19531.905195053776,0.0
"(230495875, 230495876)",-19532.905195053776,0.0
"(230495876, 230495877)",-19533.905195053776,0.0
"(230541084, 230541085)",-19534.905195053776,0.0
"(230586295, 230586296)",-19535.905195053776,0.0
"(230586296, 230586297)",-19536.905195053776,0.0
"(230631506, 230631507)",-19537.905195053776,0.0
"(230631507, 230631508)",-19538.905195053776,0.0
"(230676717, 230676718)",-19539.905195053776,0.0
"(230767139, 230767140)",-19540.905195053776,0.0
"(230767140, 230767141)",-19541.905195053776,0.0
"(230767141, 230767142)",-19542.905195053776,0.0
"(230767142, 230767143)",-19543.905195053776,0.0
"(230993194, 230993195)",-19544.905195053776,0.0
"(230993195, 230993196)",-19545.905195053776,0.0
"(231038405, 231038406)",-19546.905195053776,0.0
"(231083616, 231083617)",-19547.905195053776,0.0
"(231083617, 231083618)",-19548.905195053776,0.0
"(231083618, 231083619)",-19549.905195053776,0.0
"(231128827, 231128828)",-19550.905195053776,0.0
"(231128828, 231128829)",-19551.905195053776,0.0
"(231128829, 231128830)",-19552.905195053776,0.0
"(231174038, 231174039)",-19553.905195053776,0.0
"(231219249, 231219250)",-19554.905195053776,0.0
"(231219250, 231219251)",-19555.905195053776,0.0
"(231264460, 231264461)",-19556.905195053776,0.0
"(231264461, 231264462)",-19557.905195053776,0.0
"(231400093, 231400094)",-19558.905195053776,0.0
"(231490515, 231490516)",-19559.905195053776,0.0
"(231490516, 231490517)",-19560.905195053776,0.0
"(231580937, 231580938)",-19561.905195053776,0.0
"(231716570, 231716571)",-19562.905195053776,0.0
"(232033047, 232033048)",-19563.905195053776,0.0
"(232123469, 232123470)",-19564.905195053776,0.0
"(232168680, 232168681)",-19565.905195053776,0.0
"(232213891, 232213892)",-19566.905195053776,0.0
"(232756423, 232756424)",-19567.905195053776,0.0
"(232892056, 232892057)",-19568.905195053776,0.0
"(232937267, 232937268)",-19569.905195053776,0.0
"(233027689, 233027690)",-19570.905195053776,0.0
"(233118111, 233118112)",-19571.905195053776,0.0
"(233208533, 233208534)",-19572.905195053776,0.0
"(233208534, 233208535)",-19573.905195053776,0.0
"(233253744, 233253745)",-19574.905195053776,0.0
"(233344166, 233344167)",-19575.905195053776,0.0
"(233389377, 233389378)",-19576.905195053776,0.0
"(233389378, 233389379)",-19577.905195053776,0.0
"(233479799, 233479800)",-19578.905195053776,0.0
"(233479800, 233479801)",-19579.905195053776,0.0
"(233479801, 233479802)",-19580.905195053776,0.0
"(233525010, 233525011)",-19581.905195053776,0.0
"(233705854, 233705855)",-19582.905195053776,0.0
"(233705855, 233705856)",-19583.905195053776,0.0
"(233751065, 233751066)",-19584.905195053776,0.0
"(233977120, 233977121)",-19585.905195053776,0.0
"(234067542, 234067543)",-19586.905195053776,0.0
"(234293597, 234293598)",-19587.905195053776,0.0
"(234338808, 234338809)",-19588.905195053776,0.0
"(234564863, 234564864)",-19589.905195053776,0.0
"(234655285, 234655286)",-19590.905195053776,0.0
"(234655286, 234655287)",-19591.905195053776,0.0
"(234700496, 234700497)",-19592.905195053776,0.0
"(234745707, 234745708)",-19593.905195053776,0.0
"(234745708, 234745709)",-19594.905195053776,0.0
"(234836129, 234836130)",-19595.905195053776,0.0
"(234836130, 234836131)",-19596.905195053776,0.0
